id,cc_cons
4487,1898.550713525008
7575,4853.1058318133055
45234,1608.0417979652834
36731,3729.5617349344384
40043,3790.42523154453
32878,2144.840279916868
5977,1900.1948669903938
14022,1482.3487622525427
1923,1773.4202984590079
33070,1522.8611400019497
15593,1406.3861360493424
34389,4750.907480993459
32212,2917.793880204269
44292,3879.5944745841607
32304,2197.9702846951723
30061,2254.9123692395656
25782,3979.0905109423206
832,10816.757871393387
40517,3064.790154576297
30503,1793.6588269796694
13209,15228.59607308806
44530,1630.5063921944302
24637,3018.4174798560025
18401,2419.163662466324
6728,2025.157720975233
14705,2737.750082766867
8777,1449.555125926947
25659,10538.340785030521
2871,2670.4120535812394
19124,2178.927668730729
33704,3483.6776221541268
4286,3965.9695816524827
42808,1884.3107869279193
22198,3690.568974038797
5953,3625.964398759749
12452,2848.071871213745
11088,3428.8125136301032
35742,12155.414892171846
7853,4223.613152295824
37453,2442.064281722137
9945,1257.7339220754293
8761,6079.231480185713
7030,2323.962136397639
3255,5003.18081994159
16560,2272.715595723128
2530,3218.4203671150285
11596,4616.901786641359
18769,5265.479629817675
33689,1963.18194169646
41196,1483.9509971015061
40770,2309.727506374135
12420,2717.7200932282994
25559,2719.486459602605
3298,8790.060252038458
5204,1538.7870522090361
20490,3339.237683678189
41382,3241.207151039332
20451,3382.5251956616817
28236,6982.202674905063
38043,2984.2967450690103
29763,2336.7077458129097
21188,1893.545701278182
34957,9274.132712472112
4679,2616.1248673881605
28971,3369.0452404389084
46132,13495.244682483702
25284,1843.1928086724915
24822,4268.748663684043
16166,7260.386867047691
26004,2048.546980033307
25200,6802.5933367094485
20567,2490.7824960807407
29350,3233.3018195258396
19282,2501.403669460296
35613,3553.5673512212315
14894,1872.5274198277102
17055,2082.202978944953
2899,2014.8291296493383
19099,2052.2337029368355
23374,1847.9501132905918
17906,1542.3252283704678
41710,2550.721963322669
42916,1419.697081763833
9679,3091.1540332765658
46683,2320.0622627497087
43085,2762.7121019678825
16775,5432.822750113403
2251,4266.989999583623
22619,1280.134586525639
1785,10669.864586885029
39536,3001.438611053033
17087,18960.05153560835
10673,1819.0310396187642
31558,2748.076378111544
20718,2206.7205376746365
16408,6302.589267599021
16436,6180.381711198221
15145,14152.40982732746
3399,5205.456563353078
4126,1840.55700945127
35977,3299.9869111985695
39704,1829.768553268026
2105,2142.521769798747
21555,4500.702721705214
5235,5564.696894078609
38613,2278.1256542417045
23402,1626.8889517905425
6981,2859.1516959653795
4364,10632.100082759845
38853,3156.9843734247384
9426,2791.4458738022477
36964,1318.8655645411766
17339,1264.2735880071755
38156,3177.020754755794
8595,1962.1874541904222
23589,2163.0815381510915
40975,1338.5982510384263
38738,3356.2438630456486
7761,905.8126107905492
17540,4504.031598277838
6256,15241.06105412352
17386,3572.839588452398
33024,2007.6447555635218
32369,1812.019149470694
28472,11924.564502526458
34541,3524.156404894043
6475,2544.394182582594
45460,1939.1892351266176
31738,1447.0103990240689
12119,3017.549694691243
11800,2893.9510563606686
19199,4958.690383413374
4974,9925.269234693982
6636,1494.3883278903754
22353,7287.135154100891
16559,19361.780391000204
40758,2650.2017139481345
46417,4013.346943261541
10604,1536.7482103392733
5106,1559.8428779179064
15975,1890.0984332843207
10444,2675.8133049859202
24669,5859.994073183853
39810,1537.935715014521
41848,6521.902541094
27520,8520.193612106737
440,1509.3573316149543
15815,1968.8555143252747
17919,2470.4630741574997
37428,4119.70387353613
19378,3821.8965711502397
8532,6377.95882884901
26813,1688.5778598508343
38843,11540.733344076174
14509,2440.061296081406
29172,6490.55353888896
14643,3519.1461883201414
44799,1800.150653524515
26721,3727.767892557541
40303,11386.793366956801
42901,7659.432300404581
7830,2159.3222469343223
45542,3577.6257192113135
37693,2000.9864512374772
28347,1407.6411285017477
10011,1681.008698453491
30873,1570.1334062647782
46002,2830.0270171246634
10494,3368.962304506086
46646,3028.166889977271
13624,11865.858371427148
10730,1734.0766862202156
44446,1965.7509808422399
21026,4007.830147854198
19630,2707.7955643587065
40599,4413.1459451229575
4540,2966.909872430578
9060,1623.0286234637028
30645,2401.927391764702
41371,4455.373048792878
26493,3231.8303658830832
38033,4960.379868274707
26773,3347.5119174270453
32636,7632.603371883398
40173,9110.965067690036
24215,3320.7316375634714
29702,2341.8199815144403
38671,2599.3273086889258
9101,2678.4973094204843
23614,2114.494322323563
31354,2509.661164475998
44054,4528.811719634756
28585,1880.0762986853188
44804,1263.620834783722
20539,1113.1726407705246
33325,5774.991949268746
18130,3959.176176217283
42036,12731.900647303764
8380,3007.7043755624713
21129,1728.754770338833
30953,3917.787704015775
2015,1991.5891166002423
40200,5762.025826895834
4499,3024.972301940662
196,2281.904241272688
44458,3829.291627796136
23643,6696.567630082677
15617,2826.333250501413
5255,1613.1577554970613
19971,3167.2988673623645
41511,8280.721172360414
24664,1588.1927338096118
8705,2868.905849881034
36488,1638.994032163652
5330,4357.220999492143
24956,1963.8318790945082
4735,1778.295125441561
19158,3679.0618808448826
23902,3317.8857615834913
43434,2459.684662706814
27290,4507.614628458606
28566,5599.93867330814
32346,1210.536135513418
38491,1162.8016174750503
30383,3002.69751167644
9014,4480.018735577308
19494,1662.2641415752273
31420,1181.4896426814003
42254,6151.8106070596195
15460,6680.615352043673
21029,12704.145178118844
15771,2650.892347975485
31844,3771.6107371051653
24175,1191.5673539217275
7921,1171.1988593287763
41071,3071.185046346129
19288,1306.52514130959
35184,2963.9425057242906
25275,2971.0206641401446
39031,5756.54185216534
2814,2582.6998665679803
948,3852.4811293042308
5824,3137.6495542888933
18140,1127.5562512083661
8769,1685.1044252579147
11256,2750.673423981018
16474,3215.2271518009775
33660,6806.615352466501
42442,3365.677595428911
46858,3313.876899429772
44975,3113.5932535603456
4913,2817.6107291132203
35580,2100.4113745633667
29539,2211.0527567052527
6396,2808.1326138486024
27195,1843.8995176187523
1212,5935.399418243583
4606,6071.858197040778
10189,3006.5254570834213
19168,2485.386969159414
2219,2789.9158873920924
6175,2854.547752739832
12346,4191.631306121951
9090,2132.375540167023
7712,7230.905190667787
13111,4390.765561672576
26396,3742.153148260295
21186,1227.2220540178876
32108,3066.412958555734
18225,1626.7383540154337
844,1450.3187885458178
45450,2530.5893742311428
19317,1713.954931776401
4216,3490.6935985502537
37432,4107.619987813148
45671,1716.8845846626868
14547,4950.2833638486245
25020,4957.299278040799
29251,2583.8959411546202
12590,1581.8886475481565
2566,2084.9675768119596
16075,2080.0226108523443
18848,4974.749258387975
9311,3547.9696341316553
8477,1767.7701942073054
46208,3304.326467223116
41115,2027.2909914124425
37322,4830.959044557078
7935,2325.2596982798045
33583,1781.3969056925614
19447,1778.6000354400157
11666,10321.161575622915
37307,4720.167493910773
18679,2469.3872068822056
44346,3873.6099078349134
26363,2650.061034322558
20794,1989.6481646432248
46295,4009.691847368922
29804,3631.000611748161
13869,2406.0305493661117
18635,3271.5796083067025
16906,2778.3730612469535
27735,3936.1407630485833
2886,1734.8275793423468
32139,2052.005767920313
15792,2977.95893550088
22104,7382.223145029491
35498,2166.91477150423
12291,1786.6024347085913
12834,1522.6115772354199
3259,3677.7921357721057
14054,2370.829432273801
11960,2614.7784078133686
28239,4080.9547760509627
41525,4647.753352788959
19528,2167.5600477952767
24429,3650.9592933598856
45539,16259.806213047917
44141,2790.4939641306923
31954,5139.2379016882605
21663,2190.903697168963
12281,3954.8343258194823
4888,28591.468811212442
5404,13602.49636015019
37159,5045.683576019204
42596,1378.0831005615648
9128,5687.29218488456
28112,1240.1115673249196
23617,10401.015875141076
45876,1491.782969288722
35264,4439.933515944876
16146,2997.945094667098
22130,2824.326785090963
9956,2734.0377315140645
27273,2832.4094838213787
21842,4438.722229352139
16518,3591.262804265283
15828,3395.8212733943446
6309,1755.776748415699
35093,7884.3078535811965
21873,32532.64597518581
33972,9898.401655727019
5556,3543.7329034477025
39852,4751.482907368069
6423,4387.7844298378395
8075,1531.4529612918636
2039,2074.437278622738
29971,2865.163307388801
21717,3430.441042763692
42886,3867.8104629853465
31494,2419.195749978956
1851,3038.48961804873
6130,7406.277373889796
34700,1712.0400624813744
38127,7913.762562880612
30477,6332.870134343287
3997,2891.091844006981
30181,2542.0735436769105
31925,5927.600174391243
46155,2171.5523584178854
4011,4158.8088260582535
14653,2969.796017965059
9238,2519.150024648659
9265,2497.07296572944
21561,2414.1496419416394
38789,2394.8367400515835
26134,1947.8077374359123
5763,1939.91395634004
2885,4433.886347030561
753,5606.026115138751
21455,14503.949811247874
17799,4956.91589357956
17427,1271.7537778161386
27803,4653.063812341416
28714,11924.819961207804
29855,2574.903794799805
25812,4043.3178535387347
13985,1682.4395563632906
46722,2432.4399489930056
3002,3127.7158573121787
33718,3214.9497022129403
20689,1921.1126761724258
32455,1933.742647271884
22084,4250.248308501846
40269,3549.8243948542554
7194,2006.1897731032825
9296,9708.53848407435
21459,2001.3138634661143
9091,1663.7706836308653
16804,2049.814650483648
13889,1905.5030658617015
2914,2008.297397515649
40806,2127.9629627644813
10694,2190.35780436444
22907,1415.6441359653145
14429,1477.1637757164542
39364,3886.970081739161
23945,7184.901066827496
44282,1684.9041693537995
23874,2567.78579461872
9283,1547.8849261005396
41681,3028.1940273932087
15725,3069.692718045257
10833,2325.953364594702
39908,2130.8624886409334
6756,2338.4905796451358
23871,836.0623668526506
39256,2864.2238329472043
19362,1867.0051667618736
18921,2868.461811535925
1944,6619.641787492196
29355,2399.7116985789557
6289,9081.708176124434
2918,1875.4601330153416
41615,2595.6387854225864
42001,1837.5694527746844
23598,3348.592395097402
12208,5947.56986475817
29863,2927.4243042273197
24900,2204.2350997078343
34133,2106.062376820605
15922,2312.947121066927
17388,1656.6093581228192
30714,6436.748383313313
34220,2300.0534886141377
30186,4331.514628367468
37616,2033.7442618833381
8409,2710.461190926071
37708,16601.615174280632
33802,4404.379417943145
85,2716.7034287949837
34739,3560.923223631861
33882,3306.0787763605167
6103,4197.4011634984345
10483,9669.820382975022
113,2111.8127867084686
37206,3841.831106591373
18961,2949.9543804095824
14828,1729.5153375523903
10169,6468.449842785427
30269,2357.8247260749195
43046,2316.7613342080053
40789,6737.9935640688645
29016,2009.1622666179064
43677,1223.1726703951106
14269,7276.336499504369
45106,1512.9115130377786
32321,2462.9263295913734
34488,3853.8214427397697
44813,6059.621301232312
33429,1725.9491596133505
391,4847.147986984565
10633,2528.3537754070408
271,2138.5097774256865
20338,4346.677185631987
7942,2419.198562486179
18874,3656.1435347111947
45262,3416.510753749329
4317,2135.27542284504
1406,2472.4914591657193
8948,12213.949571476107
22463,2267.6421615509967
22337,2123.847130516451
2479,3533.3340460046106
19912,1220.0515029243536
38314,3040.4335459510385
31947,3742.622366565151
10047,2063.176725937504
1630,2577.149653361995
36160,5697.652817319612
30246,2480.668980680687
20839,3341.087460952282
46372,2264.025469485587
21158,2848.4819664764223
46678,2281.2592017559673
9367,2798.2944040676025
16685,1709.8246725988902
14662,3633.6168004143947
14555,2995.299270953663
8261,2992.7501178596176
13342,4578.858607144917
24546,2725.434536472837
15233,2557.273131882533
17077,9096.89115194669
4496,9017.969542027646
25032,8031.819650763695
32780,4603.5765094413855
1537,4574.079828292111
12742,922.1448816343545
9889,5206.839965006658
34010,3986.9573823729033
530,1881.7493688573027
5494,3367.4114445245145
21423,2846.384407368455
32407,2770.2960852916776
13988,5669.141875539446
24743,7613.86212851469
1618,3648.086607476773
21426,2002.3151932779488
378,10076.571415058414
45,1815.7855347445864
4035,1479.627792870605
27131,1669.2943677049202
14975,5012.995619136008
43535,2616.241154444819
24001,5711.646463765284
42767,7508.208310458502
36414,1831.7006039957494
31531,1927.0407395490495
14267,1702.3871956667433
28428,3071.3672942848075
8032,2164.841318272897
35179,2902.790636308137
35637,2286.0926338330487
2904,1939.6756875470364
18468,2740.8669846482762
41959,2571.9472854823694
1829,2757.948851105023
10613,1362.6556242484005
8555,5542.6070679339355
16244,5446.5359538447165
36492,2518.424915365683
3504,1400.6612069077914
26076,4252.9647752448745
20956,2538.851606199625
28593,2077.590589415445
36187,926.1440919804667
40025,2945.2488459526717
34412,2796.854936531994
43663,5965.150001934374
45933,1780.5457537705124
8004,8742.18121119266
6804,5209.547896704615
38539,4180.397527573946
23110,4119.162712589959
17654,1465.308953054485
2582,6501.495776682531
45381,8755.29513305459
46514,2241.7029895201304
18345,1916.660657526473
39462,1677.2498497241684
9407,1734.7197556701688
16587,1879.3926342512668
9590,4331.656560772197
38463,3922.049437751439
11143,3888.2539638577887
10134,2264.0239849458526
28606,2946.2767874038545
29841,2676.385151519795
35531,3277.2683297042026
44121,2336.2529335958952
21623,2054.9816529994177
5620,2111.0388100495584
21399,1954.5719874350464
26852,3660.552396990174
29996,2572.2093845219733
30077,7330.967125514996
35593,4813.983847241628
44737,9491.634054969385
13061,3780.029531383248
6929,3080.916336417851
1113,5996.368346078227
12904,2716.1774885054474
31275,10443.579959522825
3367,1305.769974168901
34177,3049.4648800365585
28703,8525.5439810371
6394,4151.855116239093
45445,3980.6113135074456
19524,1928.3143322097658
42358,4226.437641205268
22060,1769.7941707831367
42923,5192.340409860318
31452,2693.1960358251954
20474,2204.117950918129
12879,3683.886565050736
37328,4665.320217282363
26329,2652.579659654979
6294,5682.722933384981
29577,1916.850812253513
25694,3098.880777750109
41652,3176.901635934329
27187,4177.020672853916
41654,11580.700891211876
22889,2355.74016500078
23403,4885.734247985152
42566,1309.0713589891232
35240,2556.0153330344883
835,11425.153689542272
9830,1659.473066192173
13066,3622.2933964213553
8735,1406.0461371045851
4563,3181.1714336540113
33694,2928.865467247053
26656,7088.381825961753
43462,4190.354522882264
41343,3796.3254022850865
22677,2981.570867207055
24558,3923.0741191342245
30633,1906.4977580442717
18728,3444.749835163549
14874,2462.639282793562
15143,4575.786152981283
17702,8081.8884540688805
30353,3799.229905881986
5628,1922.470026992748
16754,2379.1226550910797
9592,3322.973355932385
15372,2109.437331542843
30126,2787.3619223357896
7035,1430.461480546169
28990,2090.57900248497
32535,1428.9898364938856
31491,5190.260366062981
36112,2813.1125213685164
11868,1879.6970808145209
33363,4972.143943073639
16435,4431.902040209879
8194,2309.040781324721
40066,1590.4845039889058
22124,3627.818656594722
27531,1855.0428795967487
8806,2277.8882421319945
13375,2318.8613693335747
3963,5486.398928446513
665,1880.684655919436
38015,1621.20310321762
17885,6617.4553332755995
4145,1620.1530276596595
45635,11209.683205003805
29787,35453.45675255769
31909,2697.4987118436793
22486,2152.693755693864
39294,7614.6602580304525
20950,1564.1355938618233
36156,3135.963003870779
29532,1800.582007789191
7017,1543.0712610114651
9300,2387.432851169747
510,2652.585743079433
17652,4504.812443992231
23544,3993.803764997096
7919,2543.8153396334296
26357,5706.537335766539
21408,4136.182175245577
35228,4453.071875405811
3197,4905.879437680395
37803,3492.4570630272947
44237,5479.196856332427
40357,10805.76640531588
21923,1572.6733180052317
18896,1401.4001641261898
38319,1815.0900646073926
19277,6538.137952516029
25530,2078.6328446490265
27115,2443.367814564813
25452,3705.7516640999606
10507,1927.4168114594113
11443,2198.1038177509963
31155,1524.4971767969857
44014,2037.8597242884873
20638,1966.3330312770697
40302,4008.8955429850034
23160,5631.724833020735
26916,2166.2813707233718
34257,1916.9016357191401
36683,2888.6919238329106
11354,6063.247006741887
21833,1292.3438462638035
43601,2481.2778408570384
25840,2588.4764921343826
22497,2194.27184596103
38179,2581.9561207476986
35332,10050.23503056894
19155,2023.2207436155552
19711,4732.274175422621
28861,1540.9078475066271
36581,3049.8350230653296
42847,1847.9710038499018
33210,3550.2867634083987
29361,11904.001890514897
24490,4583.607816007132
42430,3899.2892684863996
42278,1614.1886739043482
37938,3885.3014622573423
27947,3361.032987466436
20595,2630.922859218275
12069,2799.2483624579504
1900,4671.883790348426
14706,9498.9002302648
46507,2397.044583027526
9651,2308.39114424017
3015,9694.569955856003
6214,2536.721979816171
46606,2238.840973920649
20498,6925.834243423256
7822,3230.784102839282
16684,2522.6724814157847
31863,12894.686496373255
35753,1573.2211720311848
1205,2088.2632295903427
7860,7813.37446338852
25283,2685.9194658257
32784,5776.087370109574
2557,3272.8932950937733
30243,3190.067982363425
929,4717.6112197084
5485,4985.215203249241
36165,2675.649783034815
22034,3247.348553491014
32788,2394.0759421663815
9670,3272.9346700967294
37903,3366.2295566515018
13429,3140.546459092885
6140,6314.975265172415
16840,13369.750073755646
1928,2316.856651001037
32499,5000.5537966063075
22411,2972.6618980962853
40866,2972.5158914146236
43207,4150.797473298257
13841,4874.616891339829
2107,4896.470727192584
10846,1935.3371368806663
46376,9803.378893659305
37752,1425.858715392892
24689,5225.381530943169
41528,8978.116849194417
45974,2119.1541379073897
26217,4094.4480695377765
43902,1865.299931418174
22514,3984.9346558472316
46405,3473.9428057947607
22574,3470.516885029039
17984,2890.0670885150626
19166,2416.73547752564
43818,1153.117187565115
14104,2140.632614157736
29188,3286.4439986030507
30837,1666.2918361314998
45301,1487.7877475725484
29839,2188.0180722985556
10869,3943.6461668680035
41340,5495.733718616089
2723,3168.3269262824338
35735,2138.999452515853
738,5968.07794107229
4733,63399.26501878385
11206,2154.1356150526217
2874,4339.791193343792
37931,1850.8389720649423
23305,2599.8046487847905
10401,2017.391910091801
15134,9935.830964627445
917,12906.667801979658
